language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.98  T=0.19 s (669.8 files/s 221003.1 lines/s)"
C,./minix/kernel/contrib/ast/src/lib/libast/astsa/vmalloc.c,8,25,69
C,./minix/servers/lib/libc/port/gen/tsdalloc.c,11,26,65
C,./drivers/ieee1275/sun4/prom_alloc.c,22,63,60
C/C++ Header,./minix/kernel/cmd/allocate/allocate.h,11,29,59
C,./minix/malloc.c,5,25,57
C,./libos/csh/alloc.c,13,29,55
C,./minix/lib/fm/topo/libtopo/common/topo_alloc.c,15,26,54
C,./minix/lib/krb5/dyn/dyn_realloc.c,12,22,54
C/C++ Header,./minix/lib/libmtmalloc/common/mtmalloc_impl.h,15,37,54
C/C++ Header,./minix/kernel/cmd/fs.d/autofs/debug_alloc.h,22,25,53
C/C++ Header,./minix/lib/libcxx/test/std/containers/stack_allocator.h,10,8,48
C,./minix/kernel/stand/lib/sa/malloc.c,14,28,47
C,./minix/kernel/cmd/fm/fmd/common/fmd_alloc.c,13,25,46
C,./minix/kernel/stand/lib/sa/standalloc.c,10,39,46
C/C++ Header,./minix/kernel/head/malloc.h,11,34,45
C,./minix/kernel/tools/cscope-fast/alloc.c,16,33,38
C/C++ Header,./libos/sh/memalloc.h,10,34,37
C,./minix/kernel/palloc.c,6,1,37
C/C++ Header,./minix/lib/libcxx/test/utilities/tuple/tuple.tuple/alloc_first.h,13,8,37
C/C++ Header,./minix/lib/libcxx/test/utilities/tuple/tuple.tuple/alloc_last.h,13,8,37
C,./minix/lib/i386/boot/malloc.c,6,8,35
C,./minix/lib/libxcurses/src/libc/mks/m_malloc.c,7,67,30
C/C++ Header,./minix/kernel/contrib/ast/src/lib/libast/astsa/vmalloc.h,8,24,29
C/C++ Header,./minix/kernel/cmd/fm/eversholt/common/alloc.h,10,27,28
C,./minix/lib/libmapmalloc/common/calloc.c,8,29,28
C/C++ Header,./minix/kernel/uts/common/smbsrv/alloc.h,12,46,27
C/C++ Header,./minix/kernel/boot/libsa/zalloc_defs.h,13,42,26
C,./minix/servers/lib/libc/port/gen/calloc.c,6,30,20
C/C++ Header,./minix/kernel/head/alloca.h,11,43,17
C/C++ Header,./minix/lib/fm/topo/libtopo/common/topo_alloc.h,6,25,17
C/C++ Header,./minix/kernel/boot/libsa/zalloc_mem.h,6,33,16
C/C++ Header,./minix/kernel/cmd/fm/fmd/common/fmd_alloc.h,7,25,15
C/C++ Header,./minix/lib/libdwarf/common/dwarf_alloc.h,10,29,15
C/C++ Header,./minix/lib/libmtmalloc/common/mtmalloc.h,9,29,15
C,./minix/kernel/cmd/sgs/tsort/common/zmalloc.c,6,30,13
C/C++ Header,./minix/lib/libdwarf/common/pro_alloc.h,14,19,13
C,./minix/lib/libmapmalloc/common/valloc.c,7,32,13
C,./minix/servers/lib/libc/port/gen/valloc.c,7,26,13
C/C++ Header,./minix/kernel/cmd/audio/include/zmalloc.h,6,25,12
C/C++ Header,./minix/lib/i386/kernel/i386at/gpl/linux/include/linux/malloc.h,5,0,11
C/C++ Header,./minix/usr.bin/diff/xmalloc.h,4,16,11
C/C++ Header,./minix/include/xk_malloc.h,9,12,10
C/C++ Header,./minix/lib/libdwarf/common/malloc_check.h,14,28,10
C,./minix/kernel/contrib/ast/src/lib/libast/regex/regalloc.c,3,24,9
C/C++ Header,./minix/kernel/boot/libsa/zalloc_protos.h,3,28,7
C/C++ Header,./minix/lib/klib/include/kalloc.h,5,23,7
C,./minix/lib/klib/src/kalloc.c,4,31,6
C/C++ Header,./minix/lib/i386/kernel/i386/zalloc.h,3,22,4
C,./minix/alloc.c,1,7,1
C/C++ Header,./minix/servers/netiso/xebec/malloc.h,1,2,1
SUM,,4705,10558,27304
