file,malloc_calls,calloc_calls,realloc_calls,free_calls,kalloc_calls,kfree_calls,other_alloc_calls,other_free_calls
./minix/kernel/tools/smatch/src/check_allocating_enough_data.c,0,0,0,0,0,0,1,2
./minix/kernel/tools/smatch/src/check_allocation_funcs.c,0,0,0,0,0,0,9,9
./minix/kernel/tools/smatch/src/check_free.c,0,0,0,0,0,0,0,26
./minix/kernel/tools/smatch/src/check_free_strict.c,0,0,0,0,0,0,0,32
./minix/kernel/tools/smatch/src/check_freeing_devm.c,0,0,0,0,0,0,1,3
./minix/kernel/tools/smatch/src/check_freeing_null.c,0,0,0,0,0,0,0,3
./minix/kernel/tools/smatch/src/check_frees_argument.c,0,0,0,0,0,0,0,15
./minix/kernel/tools/smatch/src/check_frees_param.c,0,0,0,0,0,0,0,9
./minix/kernel/tools/smatch/src/check_frees_param_strict.c,0,0,0,0,0,0,0,16
./minix/kernel/tools/smatch/src/check_input_free_device.c,0,0,0,0,0,0,0,1
./minix/kernel/tools/smatch/src/check_kmalloc_to_bugon.c,0,0,0,0,0,0,1,2
./minix/kernel/tools/smatch/src/check_kmalloc_wrong_size.c,0,0,0,0,0,0,1,1
./minix/kernel/tools/smatch/src/smatch_fresh_alloc.c,0,0,0,0,0,0,12,1
./minix/kernel/tools/smatch/src/validation/alloc-align.c,0,0,0,0,0,0,5,0
./minix/kernel/tools/smatch/src/validation/sm_double_free1.c,1,0,0,2,0,0,0,2
./minix/kernel/tools/smatch/src/validation/sm_double_free2.c,1,0,0,2,0,0,0,2
./minix/kernel/uts/common/brand/lx/syscall/lx_fallocate.c,0,0,0,0,0,0,0,0
./minix/kernel/uts/common/fs/pcfs/pc_alloc.c,0,0,0,0,0,0,4,5
./minix/kernel/uts/common/fs/smbsrv/smb_alloc.c,0,0,0,0,0,0,13,5
./minix/kernel/uts/common/fs/udfs/udf_alloc.c,0,0,0,0,0,0,15,14
./minix/kernel/uts/common/fs/ufs/ufs_alloc.c,0,0,0,4,0,0,124,31
./minix/kernel/uts/common/gssapi/mechs/krb5/krb5/krb/kfree.c,0,0,0,3,0,0,0,3
./minix/kernel/uts/common/io/e1000g/e1000g_alloc.c,0,0,0,0,0,0,68,7
./minix/kernel/uts/common/ktli/t_kalloc.c,0,0,0,0,0,0,2,0
./minix/kernel/uts/common/ktli/t_kfree.c,0,0,0,0,0,0,0,4
./minix/kernel/uts/common/os/dkioc_free_util.c,0,0,0,0,0,0,4,5
./minix/kernel/uts/common/os/nvpair_alloc_system.c,0,0,0,0,0,0,0,0
./minix/lib/fm/topo/libtopo/common/topo_alloc.c,0,0,0,0,0,0,0,0
./minix/lib/gss_mechs/mech_krb5/krb5/krb/free_rtree.c,0,0,0,0,0,0,0,1
./minix/lib/gss_mechs/mech_krb5/krb5/krb/init_allocated_keyblock.c,1,0,0,0,0,0,0,0
./minix/lib/gss_mechs/mech_krb5/krb5/os/free_hstrl.c,0,0,0,0,0,0,0,1
./minix/lib/gss_mechs/mech_krb5/krb5/os/free_krbhs.c,0,0,0,1,0,0,0,1
./minix/lib/i386/boot/malloc.c,1,1,0,0,0,0,0,1
./minix/lib/klib/src/kalloc.c,3,0,2,2,3,1,5,1
./minix/lib/krb5/dyn/dyn_realloc.c,0,0,1,0,0,0,3,0
./minix/lib/krb5/kadm5/misc_free.c,0,0,0,11,0,0,0,0
./minix/lib/krb5/kadm5/srv/svr_misc_free.c,0,0,0,2,0,0,0,1
./minix/lib/krb5/kadm5/srv/xdr_alloc.c,0,0,0,0,0,0,0,0
./minix/lib/libarchive/test/test_acl_freebsd.c,1,0,0,1,0,0,1,0
./minix/lib/libarchive/test/test_extattr_freebsd.c,0,0,0,0,0,0,0,0
./minix/lib/libbsdmalloc/common/malloc.bsd43.c,5,0,2,2,0,0,4,18
./minix/lib/libbsm/common/audit_allocate.c,0,0,0,1,0,0,2,0
./minix/lib/libbsm/common/devalloc.c,10,0,2,29,0,0,10,23
./minix/lib/libdwarf/common/dwarf_alloc.c,3,0,0,12,0,0,43,13
./minix/lib/libdwarf/common/malloc_check.c,1,0,0,0,0,0,10,2
./minix/lib/libdwarf/common/pro_alloc.c,1,0,0,3,0,0,6,3
./minix/lib/libldap5/sources/ldap/common/free.c,0,0,0,0,0,0,1,8
./minix/lib/libldap5/sources/ldap/common/freevalues.c,0,0,0,0,0,0,0,1
./minix/lib/libmalloc/common/malloc.c,4,1,3,6,0,0,50,66
./minix/lib/libmapmalloc/common/calloc.c,1,1,0,1,0,0,1,0
./minix/lib/libmapmalloc/common/valloc.c,0,0,0,0,0,0,0,0
./minix/lib/libmthread/allocate.c,1,1,2,2,0,0,10,6
./minix/lib/libmtmalloc/common/mtmalloc.c,12,1,3,5,0,0,55,77
./minix/lib/libmtmalloc/tests/dblfree.c,2,0,0,4,0,0,0,4
./minix/lib/libmtmalloc/tests/reallocs.c,1,0,3,1,0,0,0,0
./minix/lib/libnsl/nsl/t_alloc.c,0,10,0,0,0,0,1,0
./minix/lib/libnsl/nsl/t_free.c,0,0,0,12,0,0,0,0
./minix/lib/libnvpair/nvpair_alloc_system.c,1,0,0,1,0,0,0,0
./minix/lib/libsys/alloc_util.c,0,0,0,0,0,0,2,1
./minix/lib/libtecla/common/freelist.c,3,0,0,3,0,0,9,58
./minix/lib/libumem/common/malloc.c,5,1,2,4,0,0,1,7
./minix/lib/libuutil/common/uu_alloc.c,1,0,0,1,0,0,0,0
./minix/lib/libxcurses/src/libc/mks/m_malloc.c,11,0,1,0,0,0,0,0
./minix/lib/openssl/lib/posix/netiso/xebec/malloc.c,0,0,0,0,0,0,0,0
./minix/lib/openssl/lib/posix/serv/zalloc.c,0,0,0,0,0,0,16,3
./minix/lib/openssl/lib/posix/ufs/ext2fs/ext2_alloc.c,0,0,0,0,0,0,17,3
./minix/lib/openssl/lib/posix/ufs/ext2fs/ext2_balloc.c,0,0,0,0,0,0,9,0
./minix/lib/openssl/lib/posix/ufs/ext2fs/ext2_linux_balloc.c,0,0,0,0,0,0,5,21
./minix/lib/openssl/lib/posix/ufs/ext2fs/ext2_linux_ialloc.c,0,0,0,0,0,0,2,11
./minix/lib/openssl/lib/posix/ufs/ffs/ffs_alloc.c,0,0,0,0,0,0,79,27
./minix/lib/openssl/lib/posix/ufs/ffs/ffs_balloc.c,0,0,0,0,0,0,4,0
./minix/lib/openssl/lib/posix/ufs/lfs/lfs_alloc.c,0,0,0,0,0,0,1,5
./minix/lib/openssl/lib/posix/ufs/lfs/lfs_balloc.c,0,0,0,0,0,0,3,0
./minix/lib/openssl/sunos/pxk/alloc.c,1,0,0,1,0,0,3,3
./minix/lib/openssl/sunos/pxk/alloc_old.c,8,1,1,7,0,0,12,14
./minix/lib/pxk/alloc.c,1,0,0,1,0,0,3,3
./minix/lib/pxk/alloc_old.c,8,1,1,7,0,0,12,14
./minix/lib/udapl/udapl_tavor/common/dapl_cno_free.c,0,0,0,0,0,0,0,0
./minix/lib/udapl/udapl_tavor/common/dapl_ep_free.c,0,0,0,0,0,0,0,0
./minix/lib/udapl/udapl_tavor/common/dapl_evd_free.c,0,0,0,0,0,0,0,0
./minix/lib/udapl/udapl_tavor/common/dapl_lmr_free.c,0,0,0,0,0,0,0,0
./minix/lib/udapl/udapl_tavor/common/dapl_psp_free.c,0,0,0,0,0,0,0,2
./minix/lib/udapl/udapl_tavor/common/dapl_pz_free.c,0,0,0,0,0,0,0,0
./minix/lib/udapl/udapl_tavor/common/dapl_rmr_free.c,0,0,0,0,0,0,0,0
./minix/lib/udapl/udapl_tavor/common/dapl_rsp_free.c,0,0,0,0,0,0,0,1
./minix/lib/util/gmake-3.66/alloca.c,0,0,0,1,0,0,18,1
./minix/lib/watchmalloc/common/malloc.c,11,1,3,3,0,0,7,28
./minix/malloc.c,1,0,0,0,0,0,2,0
./minix/servers/kern/kern_malloc.c,0,0,0,0,0,0,19,40
./minix/servers/lib/libc/port/aio/aio_alloc.c,0,0,0,0,0,0,4,7
./minix/servers/lib/libc/port/gen/calloc.c,1,1,0,0,0,0,1,0
./minix/servers/lib/libc/port/gen/cfree.c,0,0,0,1,0,0,0,0
./minix/servers/lib/libc/port/gen/freezero.c,0,0,0,1,0,0,0,1
./minix/servers/lib/libc/port/gen/malloc.c,9,0,5,3,0,0,3,45
./minix/servers/lib/libc/port/gen/posix_fallocate.c,0,0,0,0,0,0,0,0
./minix/servers/lib/libc/port/gen/reallocarray.c,0,0,1,0,0,0,0,0
./minix/servers/lib/libc/port/gen/reallocf.c,0,0,1,1,0,0,0,1
./minix/servers/lib/libc/port/gen/recallocarray.c,1,1,0,1,0,0,0,0
./minix/servers/lib/libc/port/gen/tsdalloc.c,0,0,0,0,0,0,2,0
./minix/servers/lib/libc/port/gen/valloc.c,0,0,0,0,0,0,0,0
./minix/servers/lib/libc/port/regex/regfree.c,0,0,0,9,0,0,0,1
./minix/servers/lib/libc/port/threads/alloc.c,1,0,0,2,0,0,21,16
./minix/servers/netiso/xebec/malloc.c,0,0,0,0,0,0,0,0
./minix/servers/pxk/alloc.c,1,0,0,1,0,0,3,3
./minix/servers/pxk/malloc.c,3,0,2,4,0,0,4,22
./minix/servers/serv/zalloc.c,0,0,0,0,0,0,16,3
./minix/servers/ufs/ext2fs/ext2_alloc.c,0,0,0,0,0,0,17,3
./minix/servers/ufs/ext2fs/ext2_balloc.c,0,0,0,0,0,0,9,0
./minix/servers/ufs/ext2fs/ext2_linux_balloc.c,0,0,0,0,0,0,5,21
./minix/servers/ufs/ext2fs/ext2_linux_ialloc.c,0,0,0,0,0,0,2,11
./minix/servers/ufs/ffs/ffs_alloc.c,0,0,0,0,0,0,79,27
./minix/servers/ufs/ffs/ffs_balloc.c,0,0,0,0,0,0,4,0
./minix/servers/ufs/lfs/lfs_alloc.c,0,0,0,0,0,0,1,5
./minix/servers/ufs/lfs/lfs_balloc.c,0,0,0,0,0,0,3,0
./minix/usr.bin/diff/xmalloc.c,2,1,1,1,0,0,1,1
