language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.98  T=0.28 s (599.4 files/s 191775.7 lines/s)"
C,./minix/lib/libbsm/common/devalloc.c,164,0,2005
C,./minix/kernel/uts/common/fs/ufs/ufs_alloc.c,161,0,1942
C,./minix/kernel/cmd/allocate/allocate3.c,113,0,1755
C,./minix/lib/openssl/lib/posix/ufs/ffs/ffs_alloc.c,44,0,1451
C,./minix/servers/ufs/ffs/ffs_alloc.c,44,0,1451
C,./minix/kernel/uts/common/io/e1000g/e1000g_alloc.c,212,0,1344
C,./minix/lib/libmtmalloc/common/mtmalloc.c,227,0,1340
C,./minix/lib/watchmalloc/common/malloc.c,148,0,1311
C,./minix/kernel/uts/common/fs/udfs/udf_alloc.c,150,0,1271
C,./minix/kernel/contrib/ast/src/lib/libast/vmalloc/malloc.c,207,0,1269
C,./minix/kernel/cmd/allocate/mkdevalloc.c,147,0,1167
C,./minix/lib/libmalloc/common/malloc.c,102,0,1100
C,./minix/lib/libdwarf/common/dwarf_alloc.c,129,0,927
C,./minix/servers/lib/libc/port/gen/malloc.c,115,0,806
C,./minix/kernel/uts/common/gssapi/mechs/krb5/krb5/krb/kfree.c,88,0,782
C,./minix/lib/openssl/sunos/pxk/alloc_old.c,71,0,719
C,./minix/lib/pxk/alloc_old.c,71,0,718
C,./minix/kernel/cmd/allocate/allocate.c,42,0,618
C,./minix/kernel/common/acpica/namespace/nsalloc.c,115,0,588
C,./minix/lib/openssl/lib/posix/ufs/ext2fs/ext2_alloc.c,36,0,525
C,./minix/servers/ufs/ext2fs/ext2_alloc.c,36,0,525
C,./minix/lib/openssl/lib/posix/ufs/ext2fs/ext2_linux_balloc.c,63,0,521
C,./minix/servers/ufs/ext2fs/ext2_linux_balloc.c,63,0,519
C,./minix/lib/openssl/lib/posix/ufs/ext2fs/ext2_linux_ialloc.c,33,0,486
C,./minix/servers/ufs/ext2fs/ext2_linux_ialloc.c,33,0,484
C,./minix/kernel/uts/common/fs/pcfs/pc_alloc.c,43,0,481
C,./minix/drivers/power/acpi/namespace/nsalloc.c,115,0,479
C,./minix/kernel/uts/common/os/dkioc_free_util.c,57,0,463
C,./minix/kernel/cmd/allocate/add_allocatable.c,41,0,462
C,./minix/lib/libmthread/allocate.c,107,0,443
C,./minix/servers/pxk/malloc.c,33,0,438
C,./minix/kernel/common/acpica/utilities/utalloc.c,83,0,434
C,./minix/lib/libtecla/common/freelist.c,15,0,385
C,./minix/servers/lib/libc/port/aio/aio_alloc.c,52,0,381
C,./minix/lib/util/gmake-3.66/alloca.c,88,0,378
C,./minix/servers/kern/kern_malloc.c,12,0,369
C,./minix/lib/openssl/lib/posix/serv/zalloc.c,72,0,365
C,./minix/servers/serv/zalloc.c,72,0,365
C,./minix/servers/lib/libc/port/threads/alloc.c,47,0,350
C,./libos/sh/memalloc.c,51,0,348
C,./minix/kernel/cmd/fs.d/autofs/debug_alloc.c,47,0,347
C,./minix/lib/libumem/common/malloc.c,81,0,341
C,./minix/lib/libbsdmalloc/common/malloc.bsd43.c,19,0,324
C,./minix/kernel/cmd/devfsadm/devalloc.c,28,0,322
C,./minix/lib/libnsl/nsl/t_alloc.c,26,0,319
C,./minix/servers/ufs/ext2fs/ext2_balloc.c,9,0,307
C,./minix/kernel/tools/smatch/src/check_free_strict.c,64,0,301
C,./minix/kernel/boot/libsa/zalloc.c,44,0,293
C,./minix/lib/libdwarf/common/malloc_check.c,39,0,293
C,./minix/kernel/alloc.c,18,0,292
C,./minix/lib/pxk/alloc.c,61,0,291
C,./minix/servers/pxk/alloc.c,62,0,291
C,./minix/kernel/cmd/sgs/rtld/common/malloc.c,43,0,290
C,./minix/drivers/power/acpi/utilities/utalloc.c,77,0,287
C,./minix/kernel/cmd/devmgmt/cmds/devfree.c,45,0,283
C,./minix/kernel/uts/common/fs/smbsrv/smb_alloc.c,32,0,281
C,./minix/kernel/kalloc.c,27,0,280
C,./minix/servers/ufs/ffs/ffs_balloc.c,8,0,276
C,./minix/kernel/cmd/acpi/iasl/aslallocate.c,28,0,275
C,./minix/kernel/cmd/sendmail/db/db/db_salloc.c,36,0,265
C,./minix/kernel/tools/smatch/src/check_free.c,54,0,248
C,./minix/kernel/bootstrap/kalloc.c,39,0,243
C,./minix/lib/libarchive/test/test_acl_freebsd.c,26,0,229
C,./minix/lib/openssl/lib/posix/ufs/lfs/lfs_alloc.c,27,0,228
C,./minix/servers/ufs/lfs/lfs_alloc.c,27,0,228
C,./minix/kernel/uts/common/brand/lx/syscall/lx_fallocate.c,42,1,208
C,./alloc.c,13,0,202
C,./malloc.c,12,0,194
C,./minix/lib/udapl/udapl_tavor/common/dapl_ep_free.c,20,0,194
C,./minix/kernel/contrib/ast/src/lib/libast/hash/hashalloc.c,8,0,192
C,./minix/kernel/boot/libsa/zalloc_malloc.c,31,0,190
C,./minix/kernel/cmd/sendmail/db/os/os_alloc.c,32,0,187
C,./minix/lib/libdwarf/common/pro_alloc.c,33,0,183
C,./minix/kernel/tools/smatch/src/smatch_fresh_alloc.c,37,0,182
C,./minix/kernel/cmd/fm/modules/common/eversholt/alloc.c,40,0,173
C,./minix/kernel/uts/common/ktli/t_kalloc.c,21,0,170
